id,text,label,toxicity_score,splited_text,rationales
1733,@user teu cu msr preta😂,obscene,5.0,"['@user', 'teu', 'cu', 'msr', 'preta', '😂']","[0, 1, 1, 0, 1, 1]"
19632,"@user meu deus passada, a vagabunda e qm to achando q é?",insult,5.0,"['@user', 'meu', 'deus', 'passada', ',', 'a', 'vagabunda', 'e', 'qm', 'to', 'achando', 'q', 'é', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
5392,"@user vc tem uma vontade imensa de dar esse ""donut queimado"" para o....deixa pra l谩......",generic-toxicity,5.0,"['@user', 'vc', 'tem', 'uma', 'vontade', 'imensa', 'de', 'dar', 'esse', '""', 'donut', 'queimado', '""', 'para', 'o', '....', 'deixa', 'pra', 'l谩', '......']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14942,putinha do boquete 😋,misogyny,5.0,"['putinha', 'do', 'boquete', '😋']","[1, 0, 1, 0]"
16085,rt @user homem q faz fofoquinha nem é homem é viadinho merece entra no rock sem papo vários otário nessa porra 😤😤😤😤😤,homophobia,5.0,"['rt', '@user', 'homem', 'q', 'faz', 'fofoquinha', 'nem', 'é', 'homem', 'é', 'viadinho', 'merece', 'entra', 'no', 'rock', 'sem', 'papo', 'vários', 'otário', 'nessa', 'porra', '😤', '😤', '😤', '😤', '😤']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5320,"rt @user ai mas pq essas kpoper p玫e video de coreano dan莽ando nos coment谩rios m贸 nada a ver馃お馃お

caralho meu filho vai dar a bunda.",homophobia,5.0,"['rt', '@user', 'ai', 'mas', 'pq', 'essas', 'kpoper', 'p玫e', 'video', 'de', 'coreano', 'dan莽ando', 'nos', 'coment谩rios', 'm贸', 'nada', 'a', 'ver馃お馃お', '\n\n', 'caralho', 'meu', 'filho', 'vai', 'dar', 'a', 'bunda', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
13783,todo o dia lembrando que eu sou só mais um reservatório de porra,obscene,5.0,"['todo', 'o', 'dia', 'lembrando', 'que', 'eu', 'sou', 'só', 'mais', 'um', 'reservatório', 'de', 'porra']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
4918,"@user Mas que cara hip贸crita do caralho, no dia que voc锚 ver um eleitor de Bolsonaro defendendo ele ou qualquer um por corrup莽茫o pode ter certeza que 茅 um petista disfar莽ado.
Volta pra teu porn么 gay que se voc锚 pensa que vai se eleger de novo t谩 muito enganado.
Morde fronha!",homophobia,5.0,"['@user', 'Mas', 'que', 'cara', 'hip贸crita', 'do', 'caralho', ',', 'no', 'dia', 'que', 'voc锚', 'ver', 'um', 'eleitor', 'de', 'Bolsonaro', 'defendendo', 'ele', 'ou', 'qualquer', 'um', 'por', 'corrup莽茫o', 'pode', 'ter', 'certeza', 'que', '茅', 'um', 'petista', 'disfar莽ado', '.', '\n', 'Volta', 'pra', 'teu', 'porn么', 'gay', 'que', 'se', 'voc锚', 'pensa', 'que', 'vai', 'se', 'eleger', 'de', 'novo', 't谩', 'muito', 'enganado', '.', '\n', 'Morde', 'fronha', '!']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15027,@user kkkkkkkkkkkkkkkkkkkkkkkk kd as macaca loka q hoje eu tô na agressividade kkkkkkkkkkkk só cacetada 😂😂,obscene,5.0,"['@user', 'kkkkkkkkkkkkkkkkkkkkkkkk', 'kd', 'as', 'macaca', 'loka', 'q', 'hoje', 'eu', 'tô', 'na', 'agressividade', 'kkkkkkkkkkkk', 'só', 'cacetada', '😂', '😂']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1870,"Votou no Bolsonaro e tá arrependido? Eu vou te acolher e vamos dialogar, é sempre tempo de desconstruir, se informar, se envolver,  estudar, pesquisar... 
Votou e ainda não se arrependeu? Vai tomar no olho do cu",obscene,5.0,"['Votou', 'no', 'Bolsonaro', 'e', 'tá', 'arrependido', '?', 'Eu', 'vou', 'te', 'acolher', 'e', 'vamos', 'dialogar', ',', 'é', 'sempre', 'tempo', 'de', 'desconstruir', ',', 'se', 'informar', ',', 'se', 'envolver', ',', ' ', 'estudar', ',', 'pesquisar', '...', '\n', 'Votou', 'e', 'ainda', 'não', 'se', 'arrependeu', '?', 'Vai', 'tomar', 'no', 'olho', 'do', 'cu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
11926,"rt @user sapatão é um ser frouxo, se apaixona e já quer casar",generic-toxicity,5.0,"['rt', '@user', 'sapatão', 'é', 'um', 'ser', 'frouxo', ',', 'se', 'apaixona', 'e', 'já', 'quer', 'casar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19609,rt @user caralho que gay chata,homophobia,5.0,"['rt', '@user', 'caralho', 'que', 'gay', 'chata']","[0, 0, 0, 0, 0, 1]"
11295,"@user parabéns viado, agora pode ir p motel",homophobia,5.0,"['@user', 'parabéns', 'viado', ',', 'agora', 'pode', 'ir', 'p', 'motel']","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1788,"@user @user não mentiu, sulista não faz nada de bom
odiar sulista sendo sulista não é hipocrisia, é consciência de classe",xenophobia,5.0,"['@user', '@user', 'não', 'mentiu', ',', 'sulista', 'não', 'faz', 'nada', 'de', 'bom', '\n', 'odiar', 'sulista', 'sendo', 'sulista', 'não', 'é', 'hipocrisia', ',', 'é', 'consciência', 'de', 'classe']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2337,@user sulista = aberração,xenophobia,5.0,"['@user', 'sulista', '=', 'aberração']","[0, 1, 0, 1]"
15328,"Hoje no https://t.co/tQZ6i5IXfM a Sensacional Mulata Natasha Medeiros @user Apanha, Toma no Cu e Leva Leite na cara !! Que ceeeena !! Quer ver ?? assina o https://t.co/tQZ6i5IXfM !!!! https://t.co/PNk1xMgoKb",obscene,5.0,"['Hoje', 'no', 'https://t.co/tQZ6i5IXfM', 'a', 'Sensacional', 'Mulata', 'Natasha', 'Medeiros', '@user', 'Apanha', ',', 'Toma', 'no', 'Cu', 'e', 'Leva', 'Leite', 'na', 'cara', '!', '!', 'Que', 'ceeeena', '!', '!', 'Quer', 'ver', '?', '?', 'assina', 'o', 'https://t.co/tQZ6i5IXfM', '!', '!', '!', '!', 'https://t.co/PNk1xMgoKb']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9279,pau no cu dos mancha rosa,generic-toxicity,5.0,"['pau', 'no', 'cu', 'dos', 'mancha', 'rosa']","[1, 0, 1, 0, 0, 0]"
2561,@user argentino fdp,xenophobia,5.0,"['@user', 'argentino', 'fdp']","[0, 0, 1]"
10410,"rt @user sapatão é tudo burra, menina vai pra porra, ela tá cagando pra vc e vc aí fazendo até tatto pra ela, te liga rapariga",homophobia,5.0,"['rt', '@user', 'sapatão', 'é', 'tudo', 'burra', ',', 'menina', 'vai', 'pra', 'porra', ',', 'ela', 'tá', 'cagando', 'pra', 'vc', 'e', 'vc', 'aí', 'fazendo', 'até', 'tatto', 'pra', 'ela', ',', 'te', 'liga', 'rapariga']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15334,"Sou total contra violência, mas é sempre bom ver um branco racista e filho da puta, tomando umas na cara, da um puta tesão",obscene,5.0,"['Sou', 'total', 'contra', 'violência', ',', 'mas', 'é', 'sempre', 'bom', 'ver', 'um', 'branco', 'racista', 'e', 'filho', 'da', 'puta', ',', 'tomando', 'umas', 'na', 'cara', ',', 'da', 'um', 'puta', 'tesão']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
10985,7 conto viado,homophobia,5.0,"['7', 'conto', 'viado']","[0, 0, 1]"
9349,"@user Oq mais me alegra e ver a corja de comunistas ,sem vergonha, perdendo a teta que mamava no governo, que moleza, vai mamar no boi. E tem muito mais p rodar, o rodo vai passar geral. Foi p isso que dei meu voto.",generic-toxicity,5.0,"['@user', 'Oq', 'mais', 'me', 'alegra', 'e', 'ver', 'a', 'corja', 'de', 'comunistas', ',', 'sem', 'vergonha', ',', 'perdendo', 'a', 'teta', 'que', 'mamava', 'no', 'governo', ',', 'que', 'moleza', ',', 'vai', 'mamar', 'no', 'boi', '.', 'E', 'tem', 'muito', 'mais', 'p', 'rodar', ',', 'o', 'rodo', 'vai', 'passar', 'geral', '.', 'Foi', 'p', 'isso', 'que', 'dei', 'meu', 'voto', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2921,"Meto a 3a vez e vai saindo leite, continuo atė gozar de novo, gerente puta!
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user https://t.co/DhY1cV4v19",obscene,5.0,"['Meto', 'a', '3a', 'vez', 'e', 'vai', 'saindo', 'leite', ',', 'continuo', 'atė', 'gozar', 'de', 'novo', ',', 'gerente', 'puta', '!', '\n', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', '@user', 'https://t.co/DhY1cV4v19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
12001,"Mano, só quero dormir hoje de tarde e os vizinhos diabedo do caralho ouvindo música podre do meu lado. Vontade de de jogar as caixas de som no rio mais próximo",insult,5.0,"['Mano', ',', 'só', 'quero', 'dormir', 'hoje', 'de', 'tarde', 'e', 'os', 'vizinhos', 'diabedo', 'do', 'caralho', 'ouvindo', 'música', 'podre', 'do', 'meu', 'lado', '.', 'Vontade', 'de', 'de', 'jogar', 'as', 'caixas', 'de', 'som', 'no', 'rio', 'mais', 'próximo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1947,a vai toma no cu essa gente é chata pra carlho,obscene,5.0,"['a', 'vai', 'toma', 'no', 'cu', 'essa', 'gente', 'é', 'chata', 'pra', 'carlho']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
19706,"@user Técnico frouxo, fraco, fudido. Mesmo com esse time de merda do vitória, dava pra ter voltado com 6 pontos. Culpa de PC que inventou esse Loss como treinador de futebol",insult,5.0,"['@user', 'Técnico', 'frouxo', ',', 'fraco', ',', 'fudido', '.', 'Mesmo', 'com', 'esse', 'time', 'de', 'merda', 'do', 'vitória', ',', 'dava', 'pra', 'ter', 'voltado', 'com', '6', 'pontos', '.', 'Culpa', 'de', 'PC', 'que', 'inventou', 'esse', 'Loss', 'como', 'treinador', 'de', 'futebol']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20675,voces sao nojentos vai se foder,insult,5.0,"['voces', 'sao', 'nojentos', 'vai', 'se', 'foder']","[0, 0, 0, 0, 0, 1]"
15337,rt @user o fracassado do mike will me bloqueou pq eu postei um video de um homem balaçando uma rola no post dele  kkkkkk https://t.…,obscene,5.0,"['rt', '@user', 'o', 'fracassado', 'do', 'mike', 'will', 'me', 'bloqueou', 'pq', 'eu', 'postei', 'um', 'video', 'de', 'um', 'homem', 'balaçando', 'uma', 'rola', 'no', 'post', 'dele', ' ', 'kkkkkk', 'https://t', '.', '…']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
14200,rt @user vagas abertas para as putinhas &gt;&gt;&gt;&gt;fav e rt&lt;&lt;&lt;&lt; para entrar estamos aonde você menos esperar comenta #putinha negah https:…,obscene,5.0,"['rt', '@user', 'vagas', 'abertas', 'para', 'as', 'putinhas', '&', 'gt;&gt;&gt;&gt;fav', 'e', 'rt&lt;&lt;&lt;&lt', ';', 'para', 'entrar', 'estamos', 'aonde', 'você', 'menos', 'esperar', 'comenta', '#', 'putinha', 'negah', 'https', ':', '…']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
11745,"me hipnotiza quando joga a bunda 
eita porra eu viajo na vagabunda",misogyny,5.0,"['me', 'hipnotiza', 'quando', 'joga', 'a', 'bunda', '\n', 'eita', 'porra', 'eu', 'viajo', 'na', 'vagabunda']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
18763,"essa biscate vadia q saiu do mesmo lugar q eu da minha mãe é um lixo puta merda, nao sei pq essa vagabunda nao morre logo",insult,5.0,"['essa', 'biscate', 'vadia', 'q', 'saiu', 'do', 'mesmo', 'lugar', 'q', 'eu', 'da', 'minha', 'mãe', 'é', 'um', 'lixo', 'puta', 'merda', ',', 'nao', 'sei', 'pq', 'essa', 'vagabunda', 'nao', 'morre', 'logo']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
13528,putinha da ppk de mel 🤪,obscene,5.0,"['putinha', 'da', 'ppk', 'de', 'mel', '🤪']","[1, 0, 0, 0, 0, 0]"
2339,vai toma no cu seu filho de uma puta que ódio meu cu nessa porra https://t.co/6vsuk52jbu,obscene,5.0,"['vai', 'toma', 'no', 'cu', 'seu', 'filho', 'de', 'uma', 'puta', 'que', 'ódio', 'meu', 'cu', 'nessa', 'porra', 'https://t.co/6vsuk52jbu']","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
14384,"Bandido cínico, virgem de Curitiba x o tamanho do pau do ministro Barroso, vil, escroque, canalha, cristão podre, maldito! DESMORALIZADO! https://t.co/AVNFBR2TxV",obscene,5.0,"['Bandido', 'cínico', ',', 'virgem', 'de', 'Curitiba', 'x', 'o', 'tamanho', 'do', 'pau', 'do', 'ministro', 'Barroso', ',', 'vil', ',', 'escroque', ',', 'canalha', ',', 'cristão', 'podre', ',', 'maldito', '!', 'DESMORALIZADO', '!', 'https://t.co/AVNFBR2TxV']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
1729,@user depois mandas foto puta,obscene,5.0,"['@user', 'depois', 'mandas', 'foto', 'puta']","[0, 0, 0, 0, 1]"
13486,"da vontade de quebrar na porra cs, uma por uma pra ver se vira gente",obscene,5.0,"['da', 'vontade', 'de', 'quebrar', 'na', 'porra', 'cs', ',', 'uma', 'por', 'uma', 'pra', 'ver', 'se', 'vira', 'gente']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15180,@user enfiar eles no seu cu que ja ta grande neah kk,obscene,5.0,"['@user', 'enfiar', 'eles', 'no', 'seu', 'cu', 'que', 'ja', 'ta', 'grande', 'neah', 'kk']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1,"rt @user @user o cara adultera dados, que foram desmascarados e ainda quer ficar no governo?",non-toxicity,1.0,"['rt', '@user', '@user', 'o', 'cara', 'adultera', 'dados', ',', 'que', 'foram', 'desmascarados', 'e', 'ainda', 'quer', 'ficar', 'no', 'governo', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,eu to chorando vei vsf e eu nem staneio izone nem nada https://t.co/rglb8luutw,non-toxicity,1.0,"['eu', 'to', 'chorando', 'vei', 'vsf', 'e', 'eu', 'nem', 'staneio', 'izone', 'nem', 'nada', 'https://t.co/rglb8luutw']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5,rt @user vai responder as outras 75 conversas e para de cobrar atenção caralho https://t.co/g6qy9om78x,non-toxicity,2.0,"['rt', '@user', 'vai', 'responder', 'as', 'outras', '75', 'conversas', 'e', 'para', 'de', 'cobrar', 'atenção', 'caralho', 'https://t.co/g6qy9om78x']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,"tem um do jack com a msm música e agr não sei qual flodar 
grande dia 👍",non-toxicity,0.0,"['tem', 'um', 'do', 'jack', 'com', 'a', 'msm', 'música', 'e', 'agr', 'não', 'sei', 'qual', 'flodar', '\n', 'grande', 'dia', '👍']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
7,mais é ruim pra pedir desafio  esse técnico do  azerbaijão,non-toxicity,2.0,"['mais', 'é', 'ruim', 'pra', 'pedir', 'desafio', ' ', 'esse', 'técnico', 'do', ' ', 'azerbaijão']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9,"frio do caralho, parece até q to dentro do teu coração",non-toxicity,2.0,"['frio', 'do', 'caralho', ',', 'parece', 'até', 'q', 'to', 'dentro', 'do', 'teu', 'coração']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"@user onde mexe fede!
#forastf 
#stfvergonhanacional 
#forasuspeitotribunalfederal
#nasruascontrastf",non-toxicity,2.0,"['@user', 'onde', 'mexe', 'fede', '!', '\n', '#', 'forastf', '\n', '#', 'stfvergonhanacional', '\n', '#', 'forasuspeitotribunalfederal', '\n', '#', 'nasruascontrastf']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"meu filho vem primeiro, ele é minha prioridade!",non-toxicity,0.0,"['meu', 'filho', 'vem', 'primeiro', ',', 'ele', 'é', 'minha', 'prioridade', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,hoje deu vontade de abraçar minha mãe e chorar o dia inteiro 😔 tpm seja bem vinda.,non-toxicity,0.0,"['hoje', 'deu', 'vontade', 'de', 'abraçar', 'minha', 'mãe', 'e', 'chorar', 'o', 'dia', 'inteiro', '😔', 'tpm', 'seja', 'bem', 'vinda', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,"Minha conta iria fazer 10 anos, em abril perdeu todos os seguidores, recomeçando, foi suspensa dia 25 de julho.

Enquanto do outro lado, o da criminalidade, pode todos os absurdos, o Povo honesto e trabalhador não pode nada. Não seremos adestrados. Nunca!

#DireitaCensurada https://t.co/qVWf3HxWd8",non-toxicity,0.0,"['Minha', 'conta', 'iria', 'fazer', '10', 'anos', ',', 'em', 'abril', 'perdeu', 'todos', 'os', 'seguidores', ',', 'recomeçando', ',', 'foi', 'suspensa', 'dia', '25', 'de', 'julho', '.', '\n\n', 'Enquanto', 'do', 'outro', 'lado', ',', 'o', 'da', 'criminalidade', ',', 'pode', 'todos', 'os', 'absurdos', ',', 'o', 'Povo', 'honesto', 'e', 'trabalhador', 'não', 'pode', 'nada', '.', 'Não', 'seremos', 'adestrados', '.', 'Nunca', '!', '\n\n', '#', 'DireitaCensurada', 'https://t.co/qVWf3HxWd8']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,"@user não se ele tiver encomendado o ""serviço""",non-toxicity,0.0,"['@user', 'não', 'se', 'ele', 'tiver', 'encomendado', 'o', '""', 'serviço', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,@user @user @user sou a favor de invadir o stf e não chegarmos lá d mãos vazias....😝😝😝,non-toxicity,2.0,"['@user', '@user', '@user', 'sou', 'a', 'favor', 'de', 'invadir', 'o', 'stf', 'e', 'não', 'chegarmos', 'lá', 'd', 'mãos', 'vazias', '....', '😝', '😝', '😝']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,"@user @user Folha de São Paulo pra mim não serve nem pra pendurar no banheiro de posto de gasolina,  pegar na mão então nem se fala. Acho que ler fotonovela, se é que ainda existe é mais proveitoso",non-toxicity,1.0,"['@user', '@user', 'Folha', 'de', 'São', 'Paulo', 'pra', 'mim', 'não', 'serve', 'nem', 'pra', 'pendurar', 'no', 'banheiro', 'de', 'posto', 'de', 'gasolina', ',', ' ', 'pegar', 'na', 'mão', 'então', 'nem', 'se', 'fala', '.', 'Acho', 'que', 'ler', 'fotonovela', ',', 'se', 'é', 'que', 'ainda', 'existe', 'é', 'mais', 'proveitoso']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"@user nao deixa sua cabeça te fazer de maluca, seu corpo é lindo, assim como todos são dos seus jeitinhos, vai a praia sim eu hein vou dar na sua cara",non-toxicity,2.0,"['@user', 'nao', 'deixa', 'sua', 'cabeça', 'te', 'fazer', 'de', 'maluca', ',', 'seu', 'corpo', 'é', 'lindo', ',', 'assim', 'como', 'todos', 'são', 'dos', 'seus', 'jeitinhos', ',', 'vai', 'a', 'praia', 'sim', 'eu', 'hein', 'vou', 'dar', 'na', 'sua', 'cara']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,@user os hormonios pulando...,non-toxicity,1.0,"['@user', 'os', 'hormonios', 'pulando', '...']","[0, 0, 0, 0, 0]"
21,"hoje é caso dormir cedo
tipo um preso",non-toxicity,1.0,"['hoje', 'é', 'caso', 'dormir', 'cedo', '\n', 'tipo', 'um', 'preso']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,e nessa loucuraaaaaa de dizer que não te querooooooooo,non-toxicity,0.0,"['e', 'nessa', 'loucuraaaaaa', 'de', 'dizer', 'que', 'não', 'te', 'querooooooooo']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,bixetes vem logo por favor,non-toxicity,1.0,"['bixetes', 'vem', 'logo', 'por', 'favor']","[0, 0, 0, 0, 0]"
25,"Por outro lado, entre os gestores há um consenso que joga contra o investimento de mais longo prazo. 
Quando provocados, eles são categóricos: se há uma posição que eles não carregariam por 10 anos de olhos fechados é Itaú, ou qualquer outro banco grande.",non-toxicity,1.0,"['Por', 'outro', 'lado', ',', 'entre', 'os', 'gestores', 'há', 'um', 'consenso', 'que', 'joga', 'contra', 'o', 'investimento', 'de', 'mais', 'longo', 'prazo', '.', '\n', 'Quando', 'provocados', ',', 'eles', 'são', 'categóricos', ':', 'se', 'há', 'uma', 'posição', 'que', 'eles', 'não', 'carregariam', 'por', '10', 'anos', 'de', 'olhos', 'fechados', 'é', 'Itaú', ',', 'ou', 'qualquer', 'outro', 'banco', 'grande', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,rt @user hora de colocar os fatos na mesa https://t.co/8174j0wtry,non-toxicity,0.0,"['rt', '@user', 'hora', 'de', 'colocar', 'os', 'fatos', 'na', 'mesa', 'https://t.co/8174j0wtry']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,1h30 para sair de casa e estou deitada no sofá como se nada fosse,non-toxicity,0.0,"['1h30', 'para', 'sair', 'de', 'casa', 'e', 'estou', 'deitada', 'no', 'sofá', 'como', 'se', 'nada', 'fosse']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"mano, eu to super de boa, ai penso em certas coisas e já fecho a cara e ninguém entende nd",non-toxicity,0.0,"['mano', ',', 'eu', 'to', 'super', 'de', 'boa', ',', 'ai', 'penso', 'em', 'certas', 'coisas', 'e', 'já', 'fecho', 'a', 'cara', 'e', 'ninguém', 'entende', 'nd']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"rt @user eu tenho de parar de estar de costas na praia, porque eu fico sempre morena nas costas e à frente pareço um pacote de l…",non-toxicity,0.0,"['rt', '@user', 'eu', 'tenho', 'de', 'parar', 'de', 'estar', 'de', 'costas', 'na', 'praia', ',', 'porque', 'eu', 'fico', 'sempre', 'morena', 'nas', 'costas', 'e', 'à', 'frente', 'pareço', 'um', 'pacote', 'de', 'l', '…']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,respeitem só faxavor!,non-toxicity,0.0,"['respeitem', 'só', 'faxavor', '!']","[0, 0, 0, 0]"
32,"@user @user Contra fatos não há argumentos, Jair.

É assim que você está ficando conhecido na Europa. 

 https://t.co/4jyJCgbe6k",non-toxicity,0.0,"['@user', '@user', 'Contra', 'fatos', 'não', 'há', 'argumentos', ',', 'Jair', '.', '\n\n', 'É', 'assim', 'que', 'você', 'está', 'ficando', 'conhecido', 'na', 'Europa', '.', '\n\n ', 'https://t.co/4jyJCgbe6k']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,@user @user ahhhhhhhh obg kskskskskskks eu disse q sou horrível com cantadas,non-toxicity,0.0,"['@user', '@user', 'ahhhhhhhh', 'obg', 'kskskskskskks', 'eu', 'disse', 'q', 'sou', 'horrível', 'com', 'cantadas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
